LIMIT_BAL,SEX.male,EDUCATION.graduate.school,EDUCATION.high.school,EDUCATION.university,MARRIAGE.married,MARRIAGE.single,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,class
120000,0,0,0,1,1,0,39,-2,-2,-2,-2,-2,-2,280,6192,2134,0,0,0,6192,2142,0,0,0,0,0
320000,0,0,0,1,1,0,33,-1,-1,-1,-1,-1,-1,3077,1651,1060,4070,2695,7544,1661,1060,4070,2700,7544,3563,1
3e+05,0,0,0,0,1,0,41,-1,-1,-1,-1,0,-1,3399,0,4358,862,862,287,0,4358,862,0,287,5159,0
360000,1,1,0,0,0,1,35,-1,-1,-1,-1,-2,-1,2010,2936,640,0,0,4750,2936,640,0,0,4750,1470,0
80000,0,0,0,1,0,1,31,0,0,2,0,0,2,51160,54207,52775,53906,60099,61402,4500,0,2000,7100,2400,0,0
50000,1,0,0,1,0,1,29,0,0,0,0,2,2,13192,14668,15614,17155,16741,19131,2000,1500,1800,0,2843,0,1
170000,1,0,0,1,1,0,34,0,0,0,0,2,2,47956,48854,50068,56691,57367,56322,2000,2000,7500,2200,0,3000,0
260000,0,0,0,1,0,1,26,-1,-1,-2,-2,-2,-2,28,-288,-604,-920,-1236,-1552,288,1236,316,316,316,316,0
450000,0,1,0,0,1,0,33,1,-1,2,0,0,-1,621,11368,2370,2823,2243,4322,11420,0,2243,0,4322,0,0
2e+05,0,1,0,0,0,1,30,-1,-1,-1,-1,-1,-1,4800,2040,5961,1829,1652,584,2040,5961,1829,1652,584,5430,0
20000,1,0,1,0,1,0,43,0,0,0,2,0,-1,18100,17926,19485,19503,19566,1320,2000,3000,1200,1000,1400,0,0
50000,1,0,1,0,0,1,31,0,0,0,0,0,2,45194,22298,16055,17281,18996,18553,1500,1500,1500,2000,0,1000,0
50000,0,1,0,0,0,1,23,0,0,0,0,0,-1,49061,47209,47471,21571,19005,772,2138,1400,431,380,772,8,1
210000,0,0,0,1,1,0,35,0,0,0,0,0,0,44552,45831,46870,48089,49311,50296,2000,1800,2000,2000,1803,2000,0
70000,0,0,1,0,0,1,24,0,0,0,0,0,0,69039,68609,69217,69327,68582,68677,3000,4000,3200,3000,3000,3000,0
270000,0,1,0,0,0,1,28,1,2,0,0,0,0,118198,86065,77359,63243,51636,31407,0,10004,10000,10000,10000,5000,0
160000,0,0,0,1,1,0,49,0,0,0,0,0,0,76445,78013,19007,19392,19928,20445,4000,3000,1000,1000,1000,1000,0
390000,0,1,0,0,0,1,29,-2,-2,-1,-1,-1,-1,0,0,1630,1871,2400,3480,0,1630,1871,2400,3480,1600,0
50000,1,0,0,1,0,1,39,3,2,0,0,0,0,51998,50821,46892,33936,9225,9264,0,2343,1548,476,336,348,0
80000,0,0,0,1,0,1,25,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
140000,1,0,0,1,0,1,32,0,0,0,0,0,0,31367,29652,30178,20989,17125,14739,1614,10018,2009,1003,1017,1012,0
150000,0,0,0,1,1,0,37,0,0,0,0,0,0,119398,97435,98481,98101,97178,97249,3459,4913,3929,2390,3052,6300,0
20000,1,1,0,0,0,1,24,0,0,2,2,2,2,15376,18010,17428,18338,17905,19104,3200,0,1500,0,1650,0,1
30000,0,0,0,1,1,0,29,-1,-1,-1,-1,-1,-2,2405,390,2476,3055,0,0,390,2476,3059,0,0,0,0
70000,0,0,1,0,0,0,39,0,0,-1,0,-1,0,34244,32193,10803,15133,3148,4699,3000,11000,5000,3150,2000,4000,0
170000,1,0,1,0,1,0,45,0,0,0,0,0,0,165315,170562,170024,32898,34869,73932,8000,4000,3000,2500,5000,3000,0
3e+05,0,0,0,1,0,1,43,0,0,0,0,0,2,36062,37055,38354,39634,21597,481,1897,2196,2476,3439,0,1248,0
120000,0,1,0,0,0,1,26,1,-1,-1,-1,-1,-2,-93,936,0,680,0,0,1029,0,680,0,0,1381,0
90000,0,0,0,1,1,0,33,0,0,0,0,0,0,77379,67092,61071,44821,24653,25254,2500,3908,2100,884,1000,1000,0
5e+05,1,1,0,0,0,1,38,-2,-2,-2,-2,-2,-2,0,0,0,8086,0,0,0,0,8086,0,0,0,0
250000,1,1,0,0,1,0,46,-1,2,-1,-1,-1,-2,5379,992,12738,2310,0,0,0,12738,2310,0,0,840,0
10000,1,0,0,1,0,1,29,1,2,2,2,2,0,8393,9069,8019,5819,5626,5621,1000,2000,1000,0,2000,1000,0
130000,0,0,0,1,0,1,22,1,-2,-1,2,2,-2,0,0,1485,299,0,0,0,1485,0,0,0,0,0
50000,1,0,0,1,1,0,43,0,0,0,0,0,0,27681,28287,28924,29521,29876,30201,1458,1485,1472,1217,1347,558,0
60000,0,0,1,0,1,0,58,1,2,0,0,0,0,26259,25544,26578,27828,28271,28868,0,1750,2000,1200,1200,1131,0
5e+05,0,1,0,0,0,1,32,0,0,0,0,0,0,253767,222365,207026,203513,202853,202404,10000,10000,7000,7000,6799,7000,0
240000,0,0,0,1,1,0,43,0,0,0,0,0,0,50120,48502,49001,47026,45827,39527,1781,2200,1923,1682,2000,2000,0
170000,1,0,1,0,1,0,45,-1,0,0,0,0,0,34778,40441,40937,34090,34894,36829,10000,5000,2000,2000,3000,2000,0
170000,0,0,0,1,0,1,37,1,-1,-1,-1,0,0,0,213,2592,13199,3685,986,213,2592,13204,0,986,0,0
20000,0,0,0,1,1,0,43,2,0,0,2,0,0,13139,13915,18667,18072,18120,19329,1300,5000,0,640,1497,0,1
150000,0,0,0,1,1,0,53,-1,-1,-1,-1,-1,-1,2337,5335,508,9634,3822,1769,5336,509,9636,3822,1779,1017,0
70000,0,0,0,1,0,1,52,1,2,0,0,2,0,38527,37608,39369,43627,15251,16285,0,2369,5178,0,1285,2308,0
50000,1,0,1,0,0,1,42,-1,-1,2,2,2,-1,550,1974,1250,1400,700,550,1974,0,700,0,550,1100,1
30000,1,0,0,1,0,1,24,0,0,2,0,0,0,22885,25886,25172,27239,57036,28789,3700,0,2500,2100,3000,1700,1
180000,1,0,0,1,0,1,43,0,0,0,0,0,0,106765,99297,69691,71234,72930,75734,10000,5000,2703,3000,4013,10000,0
70000,1,1,0,0,0,1,33,0,0,0,0,-2,-2,70524,70740,46740,0,0,0,2500,2000,0,0,0,0,0
360000,0,0,0,1,0,1,26,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
60000,1,0,0,1,0,1,45,0,0,0,0,0,0,59475,60423,59674,29411,27730,26638,2500,1509,1000,1000,2000,1500,0
30000,0,0,1,0,1,0,31,3,2,2,2,2,2,23368,24688,24988,24288,26098,25530,2000,1000,0,2200,0,1100,1
50000,0,0,0,1,0,1,23,0,0,0,0,0,0,50105,51099,50269,28553,30196,30208,2205,2204,1000,2013,5004,2009,0
50000,1,0,1,0,1,0,30,2,2,2,0,0,0,15397,17699,17127,18076,17061,17419,2882,0,1259,591,613,608,1
50000,1,1,0,0,0,1,28,0,0,0,0,0,0,46176,40870,41590,42419,43307,44167,2000,1700,1519,1572,1580,1637,0
1e+05,0,0,0,1,1,0,30,-1,0,0,0,0,0,98048,97585,84514,85496,69656,61532,3903,8000,5000,4000,3000,2300,0
50000,0,0,1,0,1,0,33,0,0,-2,-2,-2,-2,23500,0,0,0,0,0,0,0,0,0,0,0,0
50000,1,1,0,0,0,1,29,-1,-1,-1,-1,-1,-1,759,360,360,360,360,360,360,360,360,360,360,360,0
70000,1,0,1,0,1,0,45,0,0,0,0,0,0,65824,51634,52567,42743,43894,45051,3067,3000,3000,2000,2000,2000,0
20000,0,1,0,0,0,1,38,-1,0,0,3,2,2,3527,4556,5867,5495,5126,5899,1241,1700,0,0,1000,0,1
120000,1,0,0,1,1,0,31,2,2,2,2,2,2,53672,56495,57455,58127,59367,60333,4300,2500,2200,2300,2114,1,1
360000,0,1,0,0,1,0,43,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
190000,1,0,1,0,1,0,49,2,2,2,2,2,2,178367,179062,177663,180312,185910,191895,5000,3000,7100,8700,9300,9500,1
90000,1,0,1,0,1,0,38,2,2,2,0,0,0,28774,29420,28502,30162,17274,15243,1400,0,2041,1007,1015,330,0
170000,0,1,0,0,0,1,27,-1,0,0,0,0,0,41977,38895,39698,38330,39602,39922,1650,4500,4000,4000,3000,3000,0
80000,0,1,0,0,0,1,26,0,0,0,0,0,0,124224,124762,125778,128293,127839,128714,4574,4737,5753,5000,4330,4341,0
20000,1,0,1,0,0,1,26,0,0,-2,-2,-2,-2,16320,0,0,0,0,0,0,0,0,0,0,0,0
50000,0,0,0,1,1,0,48,-1,-1,2,-1,-1,-1,1079,7179,6478,7527,3060,1490,7651,0,7535,3060,1490,1095,0
70000,0,0,0,1,1,0,31,-1,0,0,0,2,2,6895,16381,18715,22630,22276,13564,10000,3000,4100,0,1000,0,1
340000,1,0,0,1,1,0,30,-2,-1,0,0,0,0,326,7132,16684,25749,30085,30406,7132,10000,10000,5000,1007,6000,0
50000,1,0,0,1,0,1,26,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
80000,0,1,0,0,0,1,26,-1,-1,-1,0,-1,-1,666,666,1332,666,666,416,666,1332,0,666,416,416,1
1e+05,0,0,0,1,0,1,29,0,0,0,0,0,0,87018,75666,74709,76143,73327,147496,3267,3324,4220,2728,2800,2825,0
20000,1,0,1,0,1,0,52,2,0,0,0,0,0,16290,17301,19012,19959,19962,19988,1289,2000,1300,658,680,1000,0
3e+05,1,1,0,0,1,0,37,0,0,-2,-2,-2,-2,41000,0,0,0,0,0,0,0,0,0,0,0,0
30000,1,0,0,1,0,1,25,0,0,0,0,-1,-1,29745,16309,5235,3122,11446,1914,2500,1517,2000,11446,1914,6699,1
80000,0,1,0,0,0,1,25,-1,-1,-1,-1,-1,-1,232,815,631,1237,1529,357,815,631,1237,1529,357,2957,0
30000,0,1,0,0,0,1,25,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
90000,0,0,0,1,0,1,28,-1,-1,-1,-1,-1,-1,2943,906,669,0,400,182,906,669,0,400,182,5634,0
50000,0,0,0,1,1,0,30,1,2,0,0,-2,-2,27369,6425,4580,0,0,0,0,1050,0,0,0,0,0
50000,0,0,1,0,1,0,47,0,0,0,0,0,0,34740,9769,9899,11017,13460,15529,4000,2000,2000,3000,4000,846,0
450000,1,1,0,0,1,0,45,0,0,0,0,0,0,201015,177028,136434,126121,115050,105901,10000,6000,5087,5000,5000,5000,0
80000,0,0,1,0,0,1,43,0,0,0,0,0,0,66047,59910,55122,54006,50779,50257,2071,2063,1779,2087,1743,1800,0
280000,1,0,0,1,1,0,40,1,2,0,0,0,0,238094,228523,191098,160149,154421,156022,0,8000,6000,5000,10000,5000,0
20000,0,1,0,0,0,1,25,2,2,0,0,0,0,18446,17859,18718,17009,18721,20209,0,1718,900,2000,1800,0,1
1e+05,0,0,1,0,1,0,45,-1,-1,-1,-1,-1,-1,1480,916,1238,916,1444,1450,916,1238,916,1444,1450,1143,0
80000,0,0,1,0,1,0,47,0,0,0,0,0,0,33590,34524,34038,33231,33440,5513,2079,1200,0,816,365,5000,0
2e+05,0,0,0,1,1,0,37,0,0,0,0,0,0,114480,117791,123108,124327,127011,134519,5000,7000,4500,4500,9500,5000,0
30000,0,0,0,1,1,0,27,2,0,0,2,2,2,20581,21632,24267,24572,24872,25427,1700,3300,1000,1000,1100,1000,1
140000,1,0,0,1,0,1,24,-1,-1,-1,-1,-1,-1,6312,-148,8431,11034,5040,7838,0,8579,11034,5040,7838,11737,1
180000,0,0,0,1,0,1,39,0,0,-1,-1,-2,-2,2875,0,2125,0,0,0,0,2125,0,0,0,0,0
190000,1,1,0,0,0,1,37,0,0,0,0,0,0,98588,80559,81481,75853,68074,64941,4007,4051,5013,3000,3000,3500,0
240000,0,1,0,0,0,1,26,1,-1,-1,-2,-1,-1,-11,3919,-23,-23,7859,-2,3930,0,0,7882,0,805,0
150000,1,1,0,0,0,1,37,2,2,2,2,2,2,36148,36858,35985,38687,37765,40352,1600,0,3300,0,3200,1700,1
70000,1,0,0,1,1,0,31,0,0,0,0,0,0,3588,3204,2330,1499,1327,671,1505,1005,1002,503,502,0,0
120000,0,0,0,1,0,1,23,0,0,2,0,0,0,39517,42543,41583,42736,43806,44623,4000,0,2000,1600,1500,1557,0
50000,1,0,0,1,0,1,29,2,2,2,2,2,2,39634,40697,41526,42045,42822,43962,2000,1800,1500,1600,2000,1700,1
50000,0,0,1,0,1,0,45,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
150000,1,1,0,0,1,0,49,-1,-1,-1,-1,-1,-1,6338,8460,1682,7898,3336,975,8470,1682,7898,3336,975,0,0
120000,0,0,0,1,0,1,38,0,0,0,0,0,0,33814,35033,36175,15833,16170,16897,1766,1908,566,591,1000,626,0
80000,0,0,1,0,0,1,28,0,0,0,0,0,0,71834,70194,71912,69776,70985,72444,3200,3500,3000,2500,2500,2500,0
270000,0,1,0,0,0,1,26,0,0,0,0,0,0,134235,62483,62134,61797,57312,57582,6000,2500,3000,7475,3000,2500,0
140000,1,1,0,0,0,1,32,0,0,2,2,2,2,32678,37303,37114,38687,41338,40645,5400,600,2400,3500,0,1539,0
130000,1,0,0,1,0,1,25,0,0,0,0,0,2,72850,74937,75900,74982,79701,81282,3300,2800,3000,6000,3000,0,0
20000,1,0,0,1,0,1,49,0,0,0,0,0,0,16326,17497,18456,18424,18800,10000,1441,1400,368,376,200,0,0
120000,0,0,0,1,0,1,28,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
30000,0,0,0,1,0,1,25,-1,2,2,0,0,0,4471,5747,5509,6260,7654,8522,1500,0,1000,1500,1000,800,0
470000,0,0,0,1,0,1,33,-2,-2,-2,-2,-1,-1,0,0,0,0,779,0,0,0,0,779,0,0,1
110000,0,0,0,1,0,1,24,0,0,0,0,0,0,49782,50858,51780,53647,53308,54366,1878,1800,2647,1892,1901,1728,0
130000,0,0,1,0,1,0,48,0,0,0,0,0,0,46206,46396,43812,42132,44190,44636,3000,3000,3000,4000,4000,3000,0
160000,0,0,0,1,0,1,37,-1,-1,-1,0,0,0,12037,5123,2460,6460,5360,0,5123,2460,4000,107,0,3960,0
1e+05,1,0,0,1,0,1,26,0,0,0,0,0,0,60077,62438,49234,50521,51820,53056,4000,3000,2000,2000,2200,1700,0
20000,0,1,0,0,0,1,23,1,-1,0,0,-1,-1,0,342,1342,1372,2037,1068,342,1000,30,2037,1218,462,0
50000,0,0,0,1,0,1,23,0,0,0,0,-2,-2,33243,16290,12594,0,0,0,2000,2010,0,0,0,0,0
80000,0,0,0,1,0,1,22,0,0,0,0,0,0,18429,19500,14366,15369,14595,14363,2015,1500,1252,330,1829,207,0
1e+05,1,0,0,1,0,1,31,1,2,2,2,3,2,24377,25167,24541,27304,26669,26172,1400,0,3100,0,0,2000,1
320000,1,1,0,0,1,0,35,0,0,2,2,2,2,106799,116015,117678,119245,120794,123796,11003,5000,5000,5000,5100,5300,0
250000,1,0,1,0,1,0,42,0,0,-2,-2,-2,-2,41300,0,0,0,0,0,0,0,0,0,0,0,0
50000,1,0,1,0,0,1,37,2,2,2,3,2,2,46004,45976,48953,48851,49318,51143,1000,4035,1000,1400,2800,0,1
30000,0,0,0,1,1,0,29,2,2,2,0,0,0,26844,26414,27189,28235,28669,29355,300,1500,1800,1200,1300,1200,0
50000,0,1,0,0,0,1,22,1,2,0,0,0,0,4112,3900,7737,3406,1470,1500,0,4019,2500,0,30,0,0
2e+05,1,0,0,1,0,1,25,0,0,0,0,0,0,107001,108619,110149,110333,85201,84809,5000,5000,5000,3000,5000,10000,1
20000,0,1,0,0,0,1,22,-1,-1,-1,-1,-1,-1,2654,0,8369,433,1669,7800,0,8369,433,1669,7800,9817,0
50000,1,0,1,0,1,0,49,1,2,2,2,2,2,49206,51097,50011,53469,50337,46903,3000,0,5000,2005,0,4000,1
50000,0,0,0,1,0,1,47,2,2,2,2,2,2,43439,44769,43781,45021,28660,27807,2341,0,2554,0,1800,0,1
230000,0,1,0,0,0,1,28,-2,-2,-2,-2,-2,-1,355,0,916,0,0,8878,0,916,0,0,8878,800,1
50000,0,0,1,0,1,0,42,2,2,2,0,0,2,44961,48164,38684,41034,43597,42743,4000,0,3000,3228,0,4000,1
2e+05,1,0,0,1,1,0,31,-1,-1,-1,-1,-1,-2,6961,3848,4581,610,0,0,3853,4581,612,0,0,0,0
150000,1,0,0,0,0,1,29,0,0,0,0,0,0,200442,206334,206221,69995,60000,0,8500,8000,2500,1500,0,0,1
1e+05,1,1,0,0,0,1,26,0,-1,0,0,-1,0,1544,1049,2067,1944,389,1221,1100,1200,1000,500,1000,1000,1
50000,1,0,0,1,1,0,37,0,0,0,0,0,0,27516,28871,29500,28914,29529,29319,2000,1435,1149,1197,1009,990,0
50000,0,0,1,0,1,0,41,0,0,0,0,0,0,48403,49448,50125,9717,9549,9840,2550,2227,339,500,600,500,0
80000,0,0,0,1,1,0,40,-1,0,-1,-1,-1,-1,5143,8351,3234,1819,1909,1909,6458,3917,1819,2299,1909,3069,0
50000,0,1,0,0,1,0,30,0,0,0,0,0,0,46791,42675,34256,30723,19766,20449,1593,1855,1341,706,1000,5454,0
50000,1,0,0,1,0,1,22,0,0,2,0,0,0,51083,50043,98450,48689,19773,19931,3500,1000,2000,900,900,1000,0
150000,1,1,0,0,1,0,43,-2,-2,-2,-2,-1,-1,1000,0,0,1522,5014,1000,0,0,1522,5014,1406,0,0
140000,0,0,0,1,0,1,32,0,0,0,0,0,0,136497,135505,137629,120147,122247,122574,5000,5000,4300,5000,5158,4200,0
210000,0,1,0,0,0,1,33,0,0,0,0,2,-1,14682,1220,4048,1871,1320,257,1075,3923,1723,5,257,10843,1
90000,1,0,1,0,1,0,55,0,0,0,0,0,0,30789,31791,32827,33877,35311,36738,1514,1550,1600,2000,2000,2500,0
50000,0,0,0,1,0,1,29,1,2,2,2,0,0,22021,22334,21047,19925,20638,18803,1000,2000,1000,1000,1000,1000,0
120000,1,0,0,1,0,1,34,-1,-1,-1,-1,-1,-1,1236,856,856,856,856,856,856,856,856,856,856,856,0
240000,0,1,0,0,0,1,27,-2,-2,-2,-2,-2,-2,3293,9051,2804,3958,12157,3874,9079,2804,3958,12157,3874,937,0
140000,0,0,0,1,0,1,29,0,0,0,0,0,0,128583,132734,132135,126622,127495,119304,7000,5000,5000,6000,6000,5300,0
70000,0,0,0,1,0,1,25,0,0,0,2,2,0,70488,51152,35122,28633,28039,28621,2000,4500,1200,0,1200,1185,0
90000,0,0,1,0,1,0,53,0,0,0,0,0,0,87235,88338,78994,50095,48987,49519,4000,2602,2000,3000,2000,5000,0
60000,0,0,1,0,1,0,39,2,0,0,2,0,0,29565,31123,34134,23552,24020,26615,3000,3638,0,1000,3000,0,1
50000,0,0,0,1,0,1,26,-1,-1,-1,-1,-2,-2,3475,-25,2500,0,0,0,0,2525,0,0,0,0,0
80000,0,1,0,0,0,1,27,-1,-1,-1,-2,-1,2,1152,7900,0,0,333,183,7900,0,0,333,0,1500,0
420000,1,0,0,1,1,0,39,0,0,0,0,0,0,171141,118103,119543,122851,126007,129144,5700,4600,5000,5000,5000,4700,0
1e+05,0,0,0,1,1,0,29,0,0,0,2,2,2,73742,75216,82006,84044,84532,80828,2700,8000,4304,3000,0,3000,1
120000,0,1,0,0,0,1,24,-1,-1,-1,-1,-1,-1,2946,384,1914,390,0,780,384,1920,390,0,780,0,1
210000,0,0,0,1,0,1,26,0,0,0,0,0,0,78632,49707,37998,32062,27056,15955,2000,2200,2008,2000,5000,5000,0
80000,0,1,0,0,0,1,29,0,0,0,0,2,2,61565,62857,64773,68073,69538,70841,2281,2961,5000,2700,2600,2700,0
90000,0,0,0,1,0,1,29,0,0,0,0,0,0,89068,83890,77489,46544,48266,49926,4073,5021,3000,3000,3000,2000,0
230000,1,1,0,0,0,1,34,-1,-1,-1,-1,-1,-1,476,476,476,476,476,4145,476,476,476,476,4145,476,0
50000,1,0,0,1,1,0,51,0,0,0,0,0,0,49083,49462,50004,17751,17725,17688,2238,2170,617,631,635,614,0
180000,0,0,0,1,1,0,39,-1,-1,-1,-1,-1,-1,5360,6176,398,629,0,978,6207,398,629,0,978,2198,0
310000,0,0,0,1,1,0,39,0,0,0,0,0,0,7246,6713,9507,8894,7418,12154,1155,4507,1000,283,7482,2473,0
50000,1,0,0,1,0,1,45,0,0,0,0,0,0,30359,28717,16177,15949,14319,17319,2000,2000,2000,1000,3000,2200,0
2e+05,0,0,0,1,0,1,33,0,0,0,0,-2,-2,47132,27179,13457,-387,-387,-387,1917,1000,0,0,0,0,0
210000,0,1,0,0,0,1,38,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
110000,0,0,0,1,0,1,34,-2,-2,-2,-2,-2,-2,0,576,0,0,0,0,576,0,0,0,0,0,0
270000,0,0,1,0,1,0,41,0,0,0,0,0,0,48872,43688,35638,41704,43869,45160,3688,2638,6704,2869,2000,1686,0
110000,0,1,0,0,0,1,33,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,766,0
70000,1,0,1,0,1,0,30,0,0,0,0,0,0,19882,20611,21859,22445,22935,23404,1352,1600,949,1000,1000,1000,0
170000,0,0,1,0,0,1,53,0,0,0,0,0,0,161858,162402,159863,159700,77043,77047,5800,6500,5000,3000,3000,2500,0
90000,1,0,0,1,0,1,38,2,0,0,0,0,0,89094,83036,86181,86311,66572,68119,3000,4500,3500,2500,3500,3000,1
320000,0,0,0,1,1,0,38,0,0,0,0,0,0,129416,129575,125866,130067,131128,124469,4836,4919,6246,4395,4524,4850,0
20000,1,0,0,1,0,1,23,0,0,0,0,0,0,17728,18835,38099,18471,16408,17135,1700,1262,1244,595,1000,1000,0
2e+05,0,0,1,0,1,0,36,1,-2,-2,-1,-1,-1,-5,-5,-5,2999,4804,4402,0,0,3004,4804,5008,169,0
2e+05,1,1,0,0,1,0,34,-2,-2,-2,-2,-2,-2,7468,5023,618,605,3098,805,5048,621,608,3114,1003,2164,0
240000,0,1,0,0,0,1,29,0,0,0,0,0,0,23094,18951,18977,12055,7878,5531,2009,2000,300,1000,2000,2000,0
20000,1,0,0,1,0,1,24,0,0,0,0,0,0,17850,15528,13597,14088,13723,16318,2019,2000,1003,1000,3000,2000,0
50000,1,0,0,1,1,0,48,2,0,0,0,0,0,79262,40931,40892,41612,18825,18019,3278,1880,1650,10000,1000,700,1
3e+05,0,1,0,0,1,0,36,0,0,0,0,0,0,30153,28384,26700,22554,11858,13838,2000,2000,2552,2000,3000,8000,0
50000,0,1,0,0,1,0,37,2,0,0,0,-1,2,8014,7668,7081,5738,6461,4822,1200,1000,91,11283,0,1000,0
80000,0,0,1,0,1,0,51,0,0,0,0,0,-1,6203,6133,4802,3086,1726,1015,1094,1075,1000,35,1015,390,0
20000,0,1,0,0,0,1,28,0,0,0,-2,-2,-2,12031,13446,0,0,0,0,5000,0,0,0,0,612,0
4e+05,0,0,1,0,1,0,44,0,0,0,0,0,0,120456,113855,87798,19583,20453,21309,3557,2350,5700,1000,1000,1000,0
360000,0,1,0,0,0,1,31,3,2,2,2,2,2,2500,2500,2500,2500,2500,2500,0,0,0,0,0,0,1
2e+05,0,0,0,1,1,0,41,0,0,0,0,0,-1,18012,18367,16996,11461,8150,5584,1385,1020,229,183,5584,888,0
1e+05,0,0,0,1,1,0,27,-1,2,-1,2,0,0,667,667,6637,6300,12300,0,0,6637,0,6000,0,3022,1
150000,0,1,0,0,0,1,28,0,0,0,0,0,0,66296,61916,39614,39863,26379,22081,3000,3005,5000,3000,5000,1000,0
3e+05,0,1,0,0,1,0,45,-1,-1,-1,-1,-1,-1,291,291,291,291,291,291,291,291,291,291,291,291,0
60000,0,0,0,1,1,0,33,0,0,0,0,0,0,56038,54660,49907,44057,27510,28086,1911,1879,1500,1000,1019,1500,1
60000,0,0,0,1,1,0,35,0,0,0,0,0,0,59449,58548,53054,47933,29254,29981,2300,2600,2000,1200,1200,1500,0
340000,1,1,0,0,1,0,43,-2,-2,-2,-2,-2,-2,185,4418,0,3931,2295,0,4418,0,3931,2295,0,2254,0
150000,0,0,0,1,0,1,26,2,0,0,0,0,0,56956,58756,59945,60751,62120,63315,2716,2761,2400,2500,2400,1860,0
70000,1,0,0,1,1,0,24,0,0,0,0,0,0,49169,48960,49864,48481,46946,47958,1840,1744,2001,2000,1800,1706,0
30000,0,0,0,1,1,0,33,0,0,0,0,0,0,30147,28789,29885,30188,21647,22087,1554,1650,950,800,800,500,0
2e+05,0,0,1,0,0,0,45,-1,-1,-1,-1,-1,-1,4430,7182,3855,3411,6788,9921,7193,3855,3411,6788,9921,5016,0
160000,1,0,1,0,1,0,40,0,0,0,0,0,0,150451,152384,155976,157793,158652,157163,7000,7500,6008,5516,6011,6009,0
360000,1,0,1,0,1,0,37,-1,-1,-1,-1,-1,-1,390,390,390,390,390,390,390,390,390,390,390,780,0
80000,0,0,0,1,1,0,45,0,0,0,0,0,0,77995,79552,81392,80966,79295,81142,2855,3130,3107,2847,3134,3072,0
70000,1,0,0,1,0,1,28,1,2,2,2,2,2,26357,27223,27492,28738,27977,30022,1600,1000,2000,0,2500,0,1
230000,0,1,0,0,0,1,28,-2,-2,-2,-2,-2,-2,-5,2148,2932,354,200,0,2153,2932,354,200,0,0,0
280000,0,1,0,0,0,1,30,-1,-1,-1,-1,-1,-1,596,645,2550,349,1148,785,645,2550,349,1148,785,175,0
360000,0,0,1,0,0,1,27,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
120000,1,0,1,0,1,0,24,0,0,0,-2,-2,-2,79172,61300,0,0,0,0,2500,0,0,0,0,0,0
50000,1,1,0,0,0,1,28,0,0,0,0,0,0,31170,20413,13738,6326,1452,1612,2005,1206,1000,600,500,1000,0
260000,0,0,0,1,0,1,29,-1,-1,-1,-1,-1,-1,1267,553,0,202,11990,3359,553,0,202,11990,3359,1035,0
20000,0,0,1,0,1,0,54,1,2,2,2,0,0,7189,6925,8402,9111,9802,10508,0,1600,1000,1000,866,0,0
80000,0,0,0,1,0,1,25,0,0,2,-1,-1,-1,57994,17695,7987,2622,2449,-331,3327,44,2629,2457,0,0,0
210000,0,0,0,1,1,0,40,-1,-1,-1,-1,-1,-1,12555,560,5287,2000,900,406,560,5287,2000,900,406,900,0
50000,0,0,0,1,0,1,24,0,0,0,0,0,0,49819,50135,32101,17401,19820,17399,1672,1246,574,3000,649,285,0
230000,0,1,0,0,1,0,41,0,0,0,0,0,0,54598,48568,43140,34039,26622,11891,1528,1538,1777,1160,1500,1000,0
80000,0,0,0,1,1,0,27,2,0,0,0,2,0,63711,64961,66334,70312,68585,70027,2907,3014,5700,0,2700,2800,1
1e+05,0,1,0,0,0,1,26,1,2,2,2,2,2,93295,95108,96662,94216,99732,101737,4200,4000,0,7400,3800,0,0
230000,1,0,0,1,1,0,46,0,0,0,0,0,0,170354,131022,108061,87461,69221,57462,7200,3348,2510,5000,3500,6500,0
150000,0,1,0,0,0,1,23,-1,-1,-1,-1,-1,-2,227,6686,11609,3234,1414,5281,6692,11609,3623,1414,5281,2822,0
280000,0,0,0,1,0,1,27,-1,-1,-1,-1,-1,-1,5924,5174,980,3058,3158,9530,5174,1078,3058,3158,9530,0,0
50000,1,0,0,1,0,1,28,0,0,0,0,0,0,39103,40142,41462,42130,43011,43863,1667,1987,1655,1710,1719,1616,0
